FINAL_BOARD,RESULT,X_LONGEST_PATH,O_LONGEST_PATH,X_LONGEST_N1,X_LONGEST_N2,X_LONGEST_N3,X_LONGEST_N4,O_LONGEST_N1,O_LONGEST_N2,O_LONGEST_N3,O_LONGEST_N4
235000265816130,1.0,14,11,2,5,8,0,4,6,4,0
251039185540506,1.0,10,8,3,7,1,0,3,5,1,0
196522588376909,0.0,8,9,3,4,1,1,5,4,3,0
229118640222699,1.0,12,7,1,9,3,1,2,3,2,0
188746896080148,1.0,11,6,6,8,2,1,5,2,1,1
494521450550050,0.0,12,16,3,3,5,3,2,8,6,0
32966914954145,0.0,15,17,3,4,9,1,4,11,4,1
272175095539202,1.0,12,11,4,7,2,2,3,4,5,1
289914954433316,1.0,11,10,4,4,4,2,1,8,1,0
511111703131337,0.5,10,10,2,7,2,0,3,7,1,0
265957981629925,1.0,14,12,2,6,6,1,1,8,3,0
438368641395347,0.5,9,9,3,3,3,1,2,7,0,0
135885338399853,1.0,11,8,2,7,2,0,3,5,1,0
295486628211995,1.0,14,8,2,12,4,0,3,5,1,0
449281865212946,1.0,13,7,3,8,3,0,2,5,0,0
448660590964550,1.0,15,8,2,8,6,1,3,3,3,0
559481122769996,0.5,11,11,2,6,4,0,3,6,3,1
151894724527483,1.0,10,6,1,6,3,0,2,3,2,0
163121839255530,0.0,6,8,5,2,1,1,4,4,2,0
332244703417140,1.0,10,7,3,6,1,1,1,4,1,1
437195252050271,0.0,7,12,4,3,2,0,5,5,5,0
217936703972739,1.0,14,11,3,11,5,0,2,5,4,0
87467706781105,1.0,12,7,2,8,2,1,1,4,1,1
134199827925855,0.0,8,12,3,3,3,0,4,9,2,0
397818512485076,1.0,11,8,3,7,3,1,3,4,1,1
431945763931773,1.0,16,12,2,10,4,0,2,9,2,0
32323676753551,0.0,9,10,3,5,3,0,3,2,5,1
555795733375298,1.0,14,12,5,6,5,1,1,8,3,0
188096346868923,1.0,13,11,5,8,3,0,2,7,2,0
415783252554614,0.0,5,14,2,2,2,0,3,8,3,1
241308942372490,1.0,7,6,4,4,0,1,4,4,0,1
127168534089062,1.0,7,4,2,5,0,0,3,1,1,0
543030325937841,0.0,8,12,3,1,5,0,5,9,1,1
237993261816595,0.0,7,8,5,4,3,0,2,5,2,0
392800179922512,1.0,15,9,3,9,5,0,2,4,4,0
92548591135735,1.0,11,10,3,8,1,0,3,4,3,2
367375362591405,0.0,6,9,1,4,1,0,5,1,5,1
487187127605090,0.0,12,16,3,6,5,0,4,9,6,0
100748518691761,1.0,14,7,5,13,5,0,2,5,0,0
16955175103021,1.0,11,10,3,5,5,0,5,3,5,0
27783295758781,0.5,11,11,2,5,4,0,4,6,4,0
120647494703048,0.0,8,10,3,6,1,0,4,6,2,0
288739866088758,0.0,6,8,3,1,3,0,3,3,3,0
126529396049705,1.0,10,5,3,4,5,0,3,3,1,0
396140536703271,1.0,14,7,6,9,4,1,2,3,2,0
223525924304656,1.0,13,9,4,5,6,0,4,5,2,0
504571814896148,1.0,18,6,3,6,7,3,1,4,1,0
258327509215041,1.0,11,10,4,8,2,2,3,7,1,0
16688289495028,1.0,9,7,2,6,2,0,2,3,2,1
49815343761362,1.0,18,8,4,13,2,1,2,6,0,0
445098524731772,1.0,12,9,3,10,1,0,2,4,2,1
546651892695409,1.0,13,11,6,10,2,1,1,5,5,1
168567865852574,1.0,16,11,6,8,4,4,1,5,3,2
190845997937162,1.0,11,7,2,4,4,1,1,5,1,0
171683594775801,1.0,12,11,4,3,6,1,3,7,3,0
389131140539236,1.0,14,10,5,4,5,3,2,7,2,0
173156898345584,1.0,12,9,2,3,6,1,2,6,2,0
423033438304977,0.0,7,9,4,3,2,0,3,6,1,0
511964859438919,1.0,15,9,4,7,6,1,2,9,2,0
298754595248716,1.0,8,7,2,2,4,0,2,4,2,0
204782617799224,1.0,9,7,2,6,2,0,5,2,3,0
284590572593969,1.0,12,10,4,8,4,1,3,7,1,0
513627011013422,0.0,10,12,3,3,5,0,3,7,5,0
320602753705165,1.0,12,11,6,8,4,1,3,7,3,0
359732098900429,0.0,10,11,4,6,2,0,1,6,3,1
543471100859403,1.0,17,13,2,13,2,1,3,8,3,1
206739622567723,1.0,14,8,4,5,4,3,1,4,3,0
402255481618571,0.0,9,14,3,6,1,2,4,7,4,1
499775512721809,0.0,9,10,3,5,3,0,1,3,5,1
376145280081167,1.0,18,9,4,11,6,0,3,3,3,1
217684398696801,1.0,13,11,3,5,5,1,4,4,4,1
200200629165229,1.0,8,6,4,6,2,0,2,4,0,1
186737888616165,0.5,8,8,2,5,2,0,3,5,3,0
230506664718118,1.0,15,11,2,11,6,1,2,5,4,0
383908589805912,0.0,13,14,2,4,6,1,3,10,3,0
475384222807605,0.0,8,13,2,2,4,0,7,4,7,0
399296531543812,1.0,13,8,3,5,7,0,1,6,1,0
74039262003663,1.0,12,10,5,6,5,0,2,5,2,1
196797103611045,1.0,9,6,3,4,3,1,4,1,2,1
251048138254061,1.0,13,11,2,8,4,0,2,7,2,1
126213441498025,1.0,5,4,3,2,1,0,3,1,1,0
313201223473729,1.0,13,11,4,6,4,1,3,6,3,0
25723060204046,1.0,9,6,2,5,2,1,2,4,0,0
189347683179279,0.0,9,11,3,5,3,1,5,7,3,1
344397575530253,1.0,12,7,3,6,5,0,2,3,2,0
151136542674786,1.0,11,7,5,4,5,0,2,5,0,0
517234643189349,0.0,10,18,2,7,2,1,4,8,8,1
384748456392912,0.0,13,14,4,10,0,1,2,5,6,2
265465742286531,1.0,14,9,5,8,5,0,3,6,1,0
35095006745848,1.0,15,7,1,11,3,0,2,3,2,0
54917795639463,0.0,10,16,3,8,1,2,3,11,3,0
4499075685309,1.0,21,15,2,11,10,0,3,4,9,0
163401652175935,1.0,13,7,6,11,2,1,1,5,1,0
71519210044073,1.0,16,10,6,8,6,1,4,2,6,0
376989108994370,1.0,11,10,4,7,2,0,2,4,4,1
213020503468373,0.0,8,10,2,2,4,0,6,4,4,1
17284543370682,0.0,7,9,2,3,2,0,3,6,1,0
54444044591094,0.0,10,14,2,5,4,0,3,9,5,0
196375224692571,1.0,8,5,4,6,2,1,1,3,1,0
13023869942270,1.0,14,8,2,8,4,0,2,4,2,1
83782957457897,0.0,11,16,3,3,7,0,6,11,4,1
432645673657285,0.0,9,11,3,6,1,0,1,4,5,1
354798892693882,0.5,14,14,3,7,7,0,3,10,3,0
513108656464459,1.0,11,7,3,8,1,0,2,3,2,1
186416138021388,1.0,13,5,6,7,6,2,3,2,1,0
73319420111166,1.0,15,9,4,9,4,0,2,6,2,0
674274336454,0.5,18,18,3,7,7,3,3,11,5,0
296787430365962,0.5,6,6,2,4,0,0,3,3,1,0
335830602291414,1.0,13,12,4,5,6,1,4,8,2,0
360877606696009,1.0,9,6,3,4,3,0,4,2,2,0
258602416993940,1.0,10,9,4,4,4,0,3,4,3,0
247167544929069,0.0,9,11,3,4,3,0,3,7,3,0
309490797422486,1.0,18,10,2,10,4,3,5,8,3,0
67508660585766,0.0,9,12,3,6,3,0,5,12,3,0
152764872205407,1.0,8,5,5,7,1,1,2,2,2,0
146490327303341,1.0,16,7,4,7,6,2,2,3,2,0
482011921954501,0.0,5,8,2,3,0,0,4,4,2,0
510291201422083,1.0,10,8,5,4,5,0,3,3,3,0
15684802048694,0.0,12,14,4,5,4,2,2,10,2,0
212238688738227,1.0,13,10,3,8,5,1,3,2,5,1
113839684612241,0.5,9,9,4,7,2,0,1,4,3,1
116674585220314,0.0,4,8,2,2,0,0,4,5,2,0
110551137451287,1.0,11,10,4,7,2,1,1,6,3,0
438658157282859,1.0,14,7,4,12,0,1,2,3,2,0
484583864599753,1.0,11,9,3,4,5,1,1,5,3,0
118698019588335,1.0,12,10,3,10,1,1,3,8,1,0
441903670159702,1.0,10,7,3,8,1,0,3,2,3,0
551522003952546,0.0,9,11,2,3,4,0,2,5,2,3
91547292759166,1.0,15,9,5,9,7,0,2,3,4,1
261158767792541,1.0,16,9,3,7,7,0,3,2,5,0
467634852513617,1.0,8,7,3,5,1,0,3,3,1,1
123600932677019,0.0,13,15,2,11,2,1,4,9,4,0
341245921082270,0.0,9,15,3,5,3,0,3,6,7,0
144952582102438,1.0,13,7,4,8,4,0,3,4,1,0
336034281063211,1.0,13,8,5,9,5,0,4,5,2,0
152046524822461,1.0,17,15,3,9,7,0,3,9,3,1
262039073466985,1.0,14,9,2,10,2,0,2,5,2,0
196227611936344,1.0,14,8,4,9,6,2,2,5,2,0
25117832494384,1.0,18,9,3,10,7,1,4,7,2,1
135600903506609,0.0,9,13,3,4,3,1,5,10,3,0
284433633603775,0.0,15,19,2,13,0,0,5,14,3,1
135389065645879,1.0,8,6,3,6,3,0,2,3,2,0
263011638451002,0.0,7,11,2,5,0,0,5,8,3,0
178545471936480,1.0,16,6,4,11,6,0,2,4,0,0
459862668758462,1.0,16,10,4,10,6,0,5,4,3,3
532590260571747,0.0,7,8,2,5,0,0,2,6,0,0
179485392394541,1.0,9,7,1,5,3,1,3,2,3,0
112284734179421,1.0,14,9,4,10,2,0,5,5,3,0
167529894279345,1.0,13,8,3,7,5,0,0,5,2,1
97609999304182,1.0,7,6,3,3,1,1,3,3,1,0
391314901606519,0.0,14,21,3,8,5,0,4,14,4,1
270127493624322,1.0,15,7,3,8,5,0,3,2,3,0
560417227743688,1.0,14,11,7,5,7,1,2,10,2,1
453937640259923,0.0,9,14,3,5,3,0,3,9,3,1
436832901344627,0.0,8,13,3,5,1,0,2,9,2,1
234482526784270,1.0,16,6,4,8,6,1,2,2,2,0
293394007214939,0.0,9,13,3,4,3,0,4,9,2,0
229754629303900,0.0,12,17,2,5,4,2,3,17,3,0
405836420237785,0.5,7,7,4,1,4,0,2,5,0,0
95273700597117,1.0,10,9,3,5,3,1,5,5,3,0
301624904801246,1.0,17,9,2,11,6,0,4,5,2,0
213804712062268,0.5,9,9,4,4,2,2,2,4,2,1
112911319333364,1.0,12,10,4,6,4,1,3,5,3,1
383508657225559,0.0,9,14,4,4,4,0,5,9,7,0
237911455291316,1.0,13,11,2,5,4,4,3,2,7,0
520633238299747,0.0,16,18,3,7,7,1,5,9,7,1
287941315393848,1.0,18,10,5,8,9,1,3,5,3,0
547911585444138,1.0,10,5,4,6,2,0,3,2,1,0
165467794113614,1.0,14,11,6,6,4,3,3,8,1,1
464875171447352,1.0,11,6,5,7,1,1,3,3,1,0
464297571358274,1.0,14,6,3,8,3,3,2,2,2,0
223594269861332,1.0,9,7,6,4,2,1,3,4,1,1
19741233859002,1.0,6,5,2,4,0,0,2,3,0,0
494658395580218,1.0,13,7,4,4,6,1,3,4,1,0
475442000065675,1.0,12,8,4,8,4,1,2,5,2,0
307979150169462,1.0,12,9,2,5,4,1,3,3,3,1
310917177810547,1.0,10,9,4,8,2,0,1,7,1,0
439408665891411,1.0,10,6,3,7,3,1,3,3,1,1
275536530693466,0.0,9,10,3,6,1,0,5,6,3,0
170579855629846,1.0,10,8,4,3,6,0,2,2,4,0
442191297341833,1.0,10,5,2,5,4,0,3,2,1,0
395979202704811,0.0,8,12,2,4,2,1,4,7,4,1
218050553215853,0.0,6,9,1,4,1,0,2,4,2,1
93229066609148,0.0,9,12,2,5,2,1,2,9,2,0
81702015366948,1.0,7,5,5,3,1,1,2,3,0,0
241085939539690,0.0,11,12,5,6,3,0,4,9,2,1
490098903958872,0.0,7,8,3,4,1,0,3,3,3,1
290032658107220,1.0,12,7,5,8,5,0,1,5,1,0
368382861697741,0.0,5,14,2,3,0,0,2,10,2,0
283354925181853,1.0,12,7,3,11,1,0,3,4,1,0
538168659271814,1.0,19,12,4,10,8,0,3,4,5,1
471033985939940,0.0,8,9,3,5,1,1,3,5,3,0
69507366423844,1.0,16,9,4,6,6,2,1,4,3,1
273517795769897,1.0,15,11,7,4,7,3,5,5,3,1
232995727132593,1.0,11,7,4,6,4,0,2,5,0,1
132077348695312,1.0,17,9,6,9,8,0,1,7,1,0
310874117170087,0.0,9,11,1,4,3,1,3,9,1,0
143849660201487,1.0,14,7,5,10,5,0,3,5,1,0
114441951244902,1.0,18,9,2,9,8,0,3,6,1,1
116448291589987,1.0,15,8,4,8,4,2,2,2,4,0
267054890400323,1.0,11,8,5,6,5,1,4,4,2,0
532749185631533,0.5,13,13,5,6,5,0,3,6,5,0
519822101979837,0.0,12,13,3,9,1,0,4,9,2,2
51209290501861,1.0,12,8,4,8,4,0,2,4,2,0
365785444923767,0.0,7,14,2,4,2,0,5,7,5,1
43895160744549,0.0,6,9,3,3,1,0,3,6,1,0
246097924602104,0.0,9,16,3,4,1,2,5,6,7,2
433528894917598,0.0,8,15,5,2,3,1,4,11,2,0
269769471482577,1.0,9,7,3,6,1,0,2,5,0,0
22252492818263,1.0,14,12,4,7,6,1,2,6,4,1
227367673297586,0.0,8,11,2,4,2,0,4,9,2,0
486103616337276,0.0,8,14,2,6,0,0,5,7,3,2
366903674307964,1.0,6,5,1,4,1,0,2,3,0,0
133908887307391,0.5,12,12,3,8,3,0,2,6,4,0
67539055651042,1.0,7,5,1,5,1,0,2,2,2,0
4971611282938,1.0,22,20,4,7,10,3,1,9,7,3
457557556262852,1.0,11,7,4,7,4,0,2,4,2,0
260834027210631,1.0,18,12,3,11,3,2,3,6,5,0
32122452412533,1.0,11,9,5,4,3,2,3,5,3,0
471852952878609,1.0,11,9,4,5,4,1,4,6,2,0
441266315177230,1.0,15,10,2,8,4,2,5,6,1,2
442874502305367,1.0,12,8,3,8,5,0,4,0,6,0
1642354866961,1.0,10,8,5,1,7,0,3,7,1,0
267904958391378,1.0,17,15,3,8,7,1,6,9,4,1
396942816160605,1.0,15,11,2,10,4,0,3,7,3,0
155148210016189,1.0,14,11,4,7,4,1,2,7,2,0
269481378137543,1.0,11,7,5,7,1,1,4,2,2,2
326173459179436,1.0,10,6,2,6,2,1,2,4,0,0
481382109346879,0.0,10,15,2,4,4,0,2,6,6,1
359333393756753,1.0,11,10,4,5,2,2,3,7,1,0
385109305929243,0.5,6,6,1,4,1,0,3,3,1,0
31176227451540,1.0,13,9,3,7,3,1,3,2,5,0
193322946262787,1.0,14,9,6,4,8,1,5,5,3,0
389343334808663,0.0,13,15,3,7,3,1,4,10,4,1
531664690767419,0.0,12,13,4,3,6,1,6,6,6,1
449614676028653,0.0,7,14,3,4,1,0,6,7,6,0
553996037941767,0.0,11,12,1,5,3,2,3,9,3,1
17367265047139,1.0,13,11,3,6,5,0,3,4,5,0
257157072791362,1.0,9,8,4,1,6,0,2,4,2,0
343386421301037,1.0,15,12,3,8,5,1,4,7,4,0
554367116038491,0.0,8,10,2,5,2,0,4,6,2,0
129825242658753,0.0,6,9,3,4,1,0,3,6,1,0
158139179287352,1.0,13,6,4,6,6,1,3,3,1,0
198011333144461,1.0,16,12,5,9,5,0,3,6,5,1
381351305881478,1.0,14,8,4,10,2,2,2,4,2,1
539138847204250,0.0,7,15,2,3,2,1,5,11,3,2
514932041451822,1.0,10,8,4,8,0,2,3,5,1,0
255590243372707,1.0,9,4,3,6,1,0,3,1,1,0
257501399489852,0.5,12,12,2,6,4,0,3,8,3,0
368296354668962,0.0,12,13,4,10,2,0,3,6,3,2
166460248570918,1.0,15,8,5,8,5,1,2,2,4,0
464253382058904,1.0,12,9,3,6,5,0,1,5,1,2
336773206385247,0.0,11,12,1,8,1,1,3,7,3,1
194723037436933,1.0,9,5,2,3,4,1,2,3,0,0
4770997173799,1.0,15,11,4,5,8,1,3,4,5,0
371925363257943,0.0,11,15,3,5,3,1,1,8,5,1
503755429540618,0.5,9,9,1,5,3,0,2,6,2,0
318077423988412,1.0,15,10,4,6,6,2,2,7,2,0
221423279924396,1.0,14,8,4,8,6,0,2,6,0,0
499604174837338,0.0,8,10,5,3,3,0,3,7,1,0
235733062019910,1.0,9,8,4,4,2,1,3,5,1,0
341780705984214,0.5,8,8,5,5,3,0,4,2,4,1
474367918670800,0.0,9,13,1,5,3,0,3,8,3,0
30564225425206,1.0,15,8,2,9,4,1,2,6,0,0
103192048615837,0.0,7,15,1,3,3,0,2,11,2,1
261944009328533,0.0,7,10,2,3,2,0,2,4,4,1
235064596784338,0.0,9,11,2,7,0,0,2,9,0,0
290930038595288,1.0,16,11,3,11,3,1,1,7,3,0
492445539111110,1.0,13,9,2,9,4,0,3,3,5,0
111664985342967,1.0,16,12,4,7,8,1,1,7,3,1
326477740320617,0.0,8,9,3,5,1,0,4,6,0,1
375330465779301,1.0,11,10,3,4,5,0,2,3,4,1
162682981439235,1.0,9,7,5,2,5,0,5,4,1,1
457736835264725,1.0,7,6,3,4,1,0,3,2,3,0
452746617088679,0.5,8,8,2,6,0,0,3,6,1,0
462107937426409,1.0,14,12,4,11,2,0,2,5,4,1
177515762930179,1.0,13,8,5,7,7,0,3,3,3,0
234207714684478,1.0,11,6,4,2,6,2,5,1,3,0
389365889946303,1.0,19,9,4,11,6,0,1,3,5,0
258819784858952,1.0,10,9,3,7,1,0,3,6,1,0
86656834840668,0.0,7,8,1,4,1,1,2,4,2,0
92460395887849,0.0,14,15,2,9,4,1,2,11,4,1
196021855931874,1.0,10,9,5,9,1,2,3,4,3,0
128068638538764,1.0,10,8,3,7,1,0,3,3,3,0
3328289168326,1.0,24,14,0,17,6,1,3,3,9,0
73389436217804,1.0,12,6,3,4,5,1,2,4,0,0
461308164764824,0.5,11,11,2,5,4,1,3,7,3,1
382975478201936,1.0,15,7,8,8,4,1,3,3,1,2
52842922219125,1.0,14,11,4,7,4,1,2,6,4,0
346587105472409,0.0,11,14,3,5,3,1,4,8,4,1
223652065109205,1.0,7,5,2,4,2,0,2,3,0,0
7550407903137,1.0,19,11,4,8,8,2,4,3,6,0
328193882737677,1.0,15,6,5,9,5,1,2,3,2,0
272891906745978,1.0,12,11,2,10,0,0,4,5,4,0
353864427885874,1.0,8,5,5,5,3,0,2,3,0,0
393138274621862,0.0,7,11,2,5,0,0,3,7,3,1
79229558373867,0.0,11,13,2,5,4,1,1,8,3,2
171498602937444,0.0,11,17,5,6,1,2,3,12,3,0
344319438396918,0.0,7,12,3,4,1,0,5,9,3,1
198372284784372,1.0,9,7,3,5,3,0,2,5,0,0
90756987399231,1.0,13,9,5,6,7,0,3,2,5,0
271685124757003,0.0,10,14,4,4,4,0,3,9,3,0
389966117033869,1.0,17,10,2,14,2,1,5,5,3,0
236884848663734,0.0,6,12,3,3,1,0,6,6,4,0
18603635231559,1.0,12,9,4,7,4,0,1,7,1,0
67736520074417,0.0,9,10,2,6,2,1,2,8,0,0
343208687155270,1.0,16,9,4,8,4,2,4,7,2,0
218969803649181,0.0,9,13,3,6,1,0,2,11,0,0
204314667231782,1.0,15,5,3,11,3,0,2,3,0,0
28735033614330,1.0,17,14,7,8,7,1,2,7,4,1
481714023806121,0.0,5,8,2,3,0,0,4,4,2,0
500746374953477,0.0,6,7,2,3,2,0,2,5,0,0
486122643284751,0.0,6,15,2,2,2,0,4,8,6,2
532585962137419,1.0,8,7,3,3,3,0,3,4,1,0
401488272017282,1.0,12,8,3,5,3,3,2,4,2,1
41734283882221,0.0,6,9,2,4,0,1,3,3,5,0
548665180027849,0.0,13,18,4,6,6,0,1,9,7,2
402271488626965,0.0,5,8,2,3,0,0,5,3,3,0
337615699674713,1.0,15,14,4,10,4,2,4,11,2,0
99247149609807,0.0,11,14,3,4,5,1,3,6,7,0
412214536665475,0.0,6,10,3,3,1,0,5,5,3,0
413570015319777,1.0,15,10,6,9,6,0,2,8,0,0
394519381335127,0.0,6,11,4,3,0,1,3,8,1,1
325685075016294,0.0,9,11,4,4,2,1,2,7,2,0
137261143703909,0.0,11,16,4,5,4,0,3,11,3,0
174131080942621,0.5,8,8,3,1,5,0,6,2,2,2
367256073969244,1.0,14,11,4,6,6,1,2,5,4,1
319808383696108,0.0,10,13,3,6,3,1,4,7,4,0
345136042287134,0.0,14,17,3,9,5,0,3,10,5,0
339655299299620,0.0,6,7,3,2,1,1,2,5,0,0
141697001467453,0.0,7,10,1,3,3,0,3,5,3,0
373355391607958,1.0,7,5,2,5,0,0,3,2,1,0
519849477147380,1.0,13,8,4,12,2,0,4,4,2,0
470146579241611,0.5,9,9,5,4,3,0,3,6,1,0
262665794101918,0.0,7,9,3,4,1,1,3,6,1,0
163994662092400,1.0,18,11,4,14,4,2,2,5,4,1
184062863061577,0.5,9,9,4,3,4,0,1,6,1,1
176446785553350,1.0,20,9,4,9,8,2,1,4,3,1
63347933164361,1.0,9,5,3,6,1,1,2,3,0,0
348829154206620,0.5,12,12,2,8,2,0,4,8,6,0
332936758501499,0.0,7,16,2,5,0,0,5,8,7,0
287721389267569,0.0,6,10,2,4,0,0,3,8,1,0
185974129528229,1.0,12,8,3,5,3,2,1,5,1,1
454893505194147,1.0,12,8,1,7,3,1,3,3,3,0
245766268986458,1.0,13,8,2,7,4,0,3,3,3,0
256964592569011,1.0,9,6,2,5,2,0,3,3,1,1
345349183768916,1.0,13,9,3,5,5,2,3,6,1,1
401715869291598,0.0,11,12,2,6,2,1,4,10,2,0
269112504527729,1.0,17,12,2,8,8,0,4,8,2,0
370173398167756,1.0,12,8,4,6,6,0,3,6,1,0
61707662568005,1.0,11,8,1,6,1,3,2,3,4,0
105194243121537,1.0,13,11,2,8,4,0,4,1,8,0
134611009459747,1.0,10,9,5,3,5,0,4,5,2,1
551478089623700,1.0,9,8,4,5,2,1,4,3,2,1
499184676122612,0.0,9,10,4,8,2,0,3,5,3,1
204114662168733,1.0,12,5,5,6,3,1,2,3,0,0
93058238417127,0.5,12,12,3,6,3,2,3,7,3,0
317264296095225,1.0,12,9,1,7,5,0,3,4,3,0
302342636189811,1.0,17,11,4,9,6,1,1,6,3,1
306015848549960,1.0,12,6,6,4,4,2,3,3,1,0
186175181665214,1.0,14,7,4,8,4,1,0,6,0,1
324657038554142,0.0,9,12,2,5,2,0,4,11,2,2
491510238725032,1.0,12,8,1,8,3,0,5,5,3,0
364793575861443,0.0,13,18,4,3,6,2,6,11,6,0
201290413287347,0.0,6,9,2,4,0,1,3,6,1,0
104459341749034,1.0,8,5,5,4,1,1,5,1,1,1
390284917855302,1.0,14,9,2,7,6,1,4,4,4,0
398461928154699,1.0,14,6,2,9,2,1,3,3,1,0
286657747168983,1.0,8,7,3,5,1,0,3,4,1,0
497963060509262,1.0,13,12,5,9,3,1,4,6,6,0
124156393988574,1.0,16,10,4,9,8,0,3,4,3,1
308198926596061,1.0,15,10,5,9,5,0,3,5,3,0
128459874667355,0.5,5,5,2,2,2,0,3,2,1,0
417897223959274,1.0,9,8,1,6,1,1,3,2,3,1
534769629987630,1.0,17,10,3,12,3,1,5,6,3,0
519075048037222,0.0,10,12,2,3,6,0,2,6,4,1
373542390896221,0.0,7,11,3,4,1,0,4,8,2,0
8571701573557,1.0,14,13,4,7,4,1,3,7,5,0
32466154146878,0.0,7,13,3,2,3,0,3,6,5,0
255737209771654,1.0,11,9,3,5,5,0,3,6,1,0
307353823724122,1.0,15,7,3,10,3,0,3,4,1,0
54540740442541,0.0,6,9,3,3,1,0,3,6,1,0
534504079651117,1.0,7,6,1,4,1,1,2,3,2,0
467359742638362,1.0,13,7,2,12,2,0,2,5,0,0
383370021954464,0.0,15,16,2,8,4,2,5,7,7,1
370092386639254,1.0,9,8,2,7,0,0,1,5,1,1
206006547676423,1.0,9,8,3,6,1,0,4,4,2,1
328698531312686,1.0,15,10,3,10,3,0,2,3,6,0
40068276139724,1.0,9,8,3,3,3,2,0,5,2,1
183260637412818,0.0,5,8,4,1,2,0,3,2,3,1
329288081725762,1.0,13,9,5,9,3,0,4,5,2,0
46211087670811,1.0,15,9,3,8,3,3,5,3,5,0
515822810694123,0.0,9,11,2,6,2,0,5,4,5,0
275988484905039,0.0,7,9,3,4,1,0,3,5,3,0
127166820695221,0.0,8,10,3,3,1,2,3,7,1,0
29187475467089,1.0,13,10,3,9,3,0,5,5,3,0
315057451743874,1.0,13,11,1,6,3,3,3,6,3,1
217376172954199,1.0,13,5,3,4,7,0,3,2,1,0
269525393505000,1.0,17,6,3,12,3,0,3,3,1,0
43039694171430,1.0,12,6,3,7,3,1,4,2,2,0
344898809359715,1.0,13,9,4,8,4,0,2,4,2,1
251596854922677,1.0,9,7,2,5,2,0,4,3,2,0
249600980760558,0.0,14,18,2,4,6,2,4,11,6,1
462989349260079,0.0,7,10,2,5,0,0,3,3,5,0
270081694728853,1.0,11,9,2,6,4,0,1,5,3,0
416905447912908,0.0,5,12,3,2,1,0,5,11,1,2
326645006842564,1.0,14,6,6,6,8,0,2,4,0,0
547785151158557,1.0,19,8,2,17,0,0,2,6,0,0
247942815201965,0.0,9,11,4,2,4,1,3,6,3,1
268865887242162,0.0,10,11,3,4,3,2,3,5,5,0
31214841598461,1.0,21,11,4,14,6,1,2,5,4,0
472094443845181,0.0,8,14,1,6,1,0,6,10,4,2
438926182256004,1.0,12,8,2,6,4,1,2,5,2,0
484740235112668,1.0,11,7,4,7,2,0,1,5,1,0
191879601527107,1.0,8,7,4,2,4,0,2,3,2,0
336875323152729,0.5,12,12,1,5,5,1,2,8,4,0
106222747955455,1.0,11,9,2,7,2,0,3,3,5,0
122233244892373,0.0,6,8,3,3,1,0,4,2,2,2
75315067773123,1.0,17,12,3,9,7,1,0,6,4,2
433778062886647,1.0,8,7,3,5,1,0,3,3,3,0
327137048541045,0.5,12,12,4,6,2,3,5,1,7,2
199056622975378,0.0,7,8,3,2,3,0,2,4,2,0
100679297391468,1.0,12,8,5,4,5,1,3,4,3,0
448348936444960,1.0,16,14,4,9,6,2,5,6,5,1
312596341050866,0.0,8,13,2,4,2,1,4,7,6,0
255813015710192,1.0,13,9,5,11,3,1,2,5,2,0
305901046142935,0.0,7,12,2,3,2,1,1,8,3,0
415676819981663,0.0,7,15,4,3,2,0,5,9,7,1
49727497676722,0.0,8,11,4,1,4,1,3,7,3,0
73384909781799,0.0,8,10,2,4,2,0,3,7,1,0
539217672810702,0.0,12,15,2,8,2,0,4,6,8,0
367466851438540,1.0,14,13,1,9,3,1,3,8,3,0
210156865227310,1.0,8,5,5,4,3,0,3,2,1,0
259323871021408,0.0,11,14,3,5,5,1,4,6,6,0
149295477256899,1.0,15,9,5,11,3,1,2,3,4,0
364954234399599,0.0,9,13,6,3,4,0,6,4,6,1
75706780238871,1.0,12,7,3,7,3,1,2,3,2,0
321864598980074,1.0,12,11,5,4,7,0,4,7,2,0
247539263315121,1.0,16,5,3,7,7,0,1,3,1,0
12201154371027,0.0,8,16,0,4,4,0,4,9,6,0
446777220450002,1.0,8,5,2,4,2,0,2,3,0,1
336293114710921,1.0,11,10,3,7,3,1,2,4,4,0
409040629496171,0.0,5,12,2,3,0,1,7,5,5,1
398428704168777,0.0,6,10,4,2,2,0,4,5,4,0
99651717471263,0.0,10,13,2,7,2,0,4,10,2,0
526830171989427,0.0,7,17,2,2,4,0,4,11,6,0
519817496775090,0.5,8,8,2,6,0,0,0,6,2,0
523884195276937,0.0,7,8,2,3,2,1,1,5,1,1
85527795734575,1.0,11,7,2,5,4,0,1,3,3,0
76680788768938,1.0,10,7,4,4,4,1,4,2,2,1
97758981299897,1.0,10,9,3,5,3,1,1,5,3,0
234781497517919,0.0,11,15,5,2,7,0,5,7,7,1
342278021194320,0.5,17,17,5,6,9,1,4,9,6,0
86567602119964,1.0,10,7,1,6,1,2,2,3,2,1
562020384673027,0.0,16,20,3,10,5,0,1,13,5,1
416406429705588,0.0,8,9,3,5,1,1,4,6,4,0
124070627733958,1.0,11,9,4,7,2,0,3,4,3,2
386482416720245,1.0,7,6,2,5,0,0,2,3,2,0
88386089704324,1.0,16,9,3,5,9,0,2,5,2,0
480643548771364,1.0,14,7,3,8,5,0,1,5,1,0
82954805398756,1.0,11,5,4,5,4,0,3,2,1,0
545924968281254,0.0,13,15,5,5,7,0,2,6,6,1
